STRUCTURE_NUMBER_008,RECORD_TYPE_005A,ROUTE_PREFIX_005B,SERVICE_LEVEL_005C,ROUTE_NUMBER_005D,HIGHWAY_DISTRICT_002,COUNTY_CODE_003,PLACE_CODE_004,Description,Facility Carried,Bridge Location,MIN_VERT_CLR_010,KILOPOINT_011,BASE_HWY_NETWORK_012,LRS_INV_ROUTE_013A,SUBROUTE_NO_013B,LAT_016,LONG_017,DETOUR_KILOS_019,TOLL_020,MAINTENANCE_021,OWNER_022,FUNCTIONAL_CLASS_026,Year Built,TRAFFIC_LANES_ON_028A,TRAFFIC_LANES_UND_028B,ADT_029,YEAR_ADT_030,DESIGN_LOAD_031,APPR_WIDTH_MT_032,MEDIAN_CODE_033,DEGREES_SKEW_034,STRUCTURE_FLARED_035,RAILINGS_036A,TRANSITIONS_036B,APPR_RAIL_036C,APPR_RAIL_END_036D,HISTORY_037,NAVIGATION_038,NAV_VERT_CLR_MT_039,NAV_HORR_CLR_MT_040,OPEN_CLOSED_POSTED_041,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,STRUCTURE_TYPE_043B,APPR_KIND_044A,APPR_TYPE_044B,MAIN_UNIT_SPANS_045,APPR_SPANS_046,HORR_CLR_MT_047,MAX_SPAN_LEN_MT_048,STRUCTURE_LEN_MT_049,LEFT_CURB_MT_050A,RIGHT_CURB_MT_050B,ROADWAY_WIDTH_MT_051,DECK_WIDTH_MT_052,VERT_CLR_OVER_MT_053,VERT_CLR_UND_REF_054A,VERT_CLR_UND_054B,LAT_UND_REF_055A,LAT_UND_MT_055B,LEFT_LAT_UND_MT_056,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,OPR_RATING_METH_063,OPERATING_RATING_064,INV_RATING_METH_065,INVENTORY_RATING_066,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071,APPR_ROAD_EVAL_072,WORK_PROPOSED_075A,WORK_DONE_BY_075B,IMP_LEN_MT_076,DATE_OF_INSPECT_090,INSPECT_FREQ_MONTHS_091,FRACTURE_092A,UNDWATER_LOOK_SEE_092B,SPEC_INSPECT_092C,FRACTURE_LAST_DATE_093A,UNDWATER_LAST_DATE_093B,SPEC_LAST_DATE_093C,BRIDGE_IMP_COST_094,ROADWAY_IMP_COST_095,TOTAL_IMP_COST_096,YEAR_OF_IMP_097,STRAHNET_HIGHWAY_100,PARALLEL_STRUCTURE_101,TRAFFIC_DIRECTION_102,TEMP_STRUCTURE_103,HIGHWAY_SYSTEM_104,FEDERAL_LANDS_105,YEAR_RECONSTRUCTED_106,DECK_STRUCTURE_TYPE_107,SURFACE_TYPE_108A,MEMBRANE_TYPE_108B,DECK_PROTECTION_108C,PERCENT_ADT_TRUCK_109,NATIONAL_NETWORK_110,PIER_PROTECTION_111,BRIDGE_LEN_IND_112,SCOUR_CRITICAL_113,FUTURE_ADT_114,YEAR_OF_FUTURE_ADT_115,FED_AGENCY,STATUS,Sufficiency Rating,Map Location
100303003503031,1,8,0,C3091,7,5,17125,'JOES BROOK              ','  C3091           ','0.5 MI JCT TH 91 + TH 3  ',99.99,0,0,,,44230700,72090800,8,3,3,3,9,1989,2,0,20,2007,5,7.3,0,30,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.2,13.1,13.7,0,0,7.2,7.7,99.99,N,0,N,0,0,8,8,8,8,N,2,69.3,2,35.1,8,5,N,5,8,6,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,8,30,2027,N,0,99,"(44230700, 72090800)"
100303003603031,1,8,0,C3012,7,5,17125,'JOES BROOK              ','  C3012           ','1.6 MI JCT TH 12 + TH 3  ',99.99,0,0,,,44233700,72095800,13,3,3,3,9,1985,2,0,30,2007,5,7.3,0,5,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.3,9.4,10.4,0,0,7.3,7.8,99.99,N,0,N,0,0,8,8,8,8,N,2,76.5,2,45,8,6,N,5,8,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,8,45,2027,N,0,100,"(44233700, 72095800)"
100303003703031,1,8,0,C3056,7,5,17125,'JOES BROOK              ','  C3056           ','0.5 MI JCT TH 56 + TH 3  ',99.99,0,0,,,44224700,72080300,10,3,3,3,9,1965,2,0,100,2007,0,6.1,0,10,0,0,0,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6.8,10.1,10.7,0,0,6.8,7.3,99.99,N,0,N,0,0,8,7,7,8,N,2,27,2,17.100000000000001,5,5,N,5,6,6,35,1,10.7,711,24,N  ,N  ,N  ,,,,169,35,204,2011,0,N,2,,0,0,0,1,0,0,0,2,0,,Y,8,150,2027,N,0,77.5,"(44224700, 72080300)"
100303003803031,1,8,0,C3040,7,5,17125,'SLEEPERS RIVER          ','  C3040           ','0.05 MI JCT TH 40 + TH 2 ',99.99,0,0,,,44272900,72054300,6,3,3,3,9,1996,2,0,75,2007,9,6.1,0,0,1,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.3,13.4,14,0.1,0.1,7.3,7.9,99.99,N,0,N,0,0,8,8,7,6,N,1,70.2,1,42.3,7,6,N,5,8,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,2,0,,Y,8,112,2027,N,0,100,"(44272900, 72054300)"
100303003903031,1,8,0,C3061,7,5,17125,'WATER ANDRIC            ','  C3061           ','0.2 MI JCT TH 61 + TH 79 ',99.99,0,0,,,44236000,72041000,11,3,3,3,9,2011,2,0,50,2007,0,7.3,0,50,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,6.8,12.8,13.4,0,0,6.8,7.3,99.99,N,0,N,0,0,8,8,8,7,N,5,54,5,32.4,8,5,N,5,5,8,,,,212,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,8,70,2027,N,0,98,"(44236000, 72041000)"
100303004003031,1,8,0,C3054,7,5,17125,'JOES BROOK              ','  C3054           ','0.1 MI JCT TH 56 + TH 54 ',3.58,0,0,,,44223900,72071900,10,3,3,3,9,1886,1,0,100,2007,0,5.2,0,0,0,0,0,1,0,1,0,0,0,P,1,5,7,10,0,0,1,0,3,21.6,23.8,0.3,0.3,3,4.4,2.95,N,0,N,0,0,8,6,5,8,N,2,9.9,2,6.3,3,2,N,4,7,6,35,1,23.8,711,24,N  ,N  ,N  ,,,,223,35,258,2011,0,N,3,,0,0,2002,8,7,0,0,2,0,,Y,8,150,2027,N,2,21,"(44223900, 72071900)"
100304001003041,1,8,0,C3024,7,5,30550,'HEALTH BROOK            ','  C3024           ','@ JCT W CL3 TH27         ',99.99,0,0,,,44131900,72161700,159,3,3,3,9,1988,2,0,80,2007,5,7.3,0,28,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.3,8.199999999999999,9.1,0,0,7.3,7.7,99.99,N,0,N,0,0,8,8,7,8,N,2,85.5,2,47.7,7,6,N,5,8,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,5,120,2027,N,0,94.4,"(44131900, 72161700)"
100304001603041,1,8,0,C3017,7,5,30550,'WELLS RIVER             ','  C3017           ','0.05 MI JCT TH 17 +US302 ',99.99,0,0,,,44131200,72131000,159,3,3,3,9,1965,1,0,50,2007,0,5.2,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,4.4,12.5,13.1,0,0,4.4,5.5,99.99,N,0,N,0,0,8,8,8,7,N,2,50.4,2,32.4,8,6,N,5,7,8,35,1,13.1,711,24,N  ,N  ,N  ,,,,157,35,192,2011,0,N,3,,0,0,0,1,0,0,0,2,0,,Y,3,75,2027,N,0,76.599999999999994,"(44131200, 72131000)"
100304001803041,1,8,0,C3048,7,5,30550,'WELLS RIVER             ','  C3048           ','0.1 MI JCT TH 48 + US302 ',99.99,0,0,,,44124800,72123400,159,3,3,3,9,1963,1,0,20,2007,0,4.9,0,0,0,0,0,0,0,5,0,0,0,K,1,5,3,3,0,0,1,0,4,11,11.6,0,0,4,4,99.99,N,0,N,0,0,7,6,0,5,N,2,0,2,0,0,5,N,5,0,8,31,1,18.600000000000001,711,24,Y24,N  ,N  ,711,,,157,150,307,2011,0,N,3,,0,0,0,1,6,0,0,2,0,,Y,3,30,2027,N,1,18.899999999999999,"(44124800, 72123400)"
100305000403051,1,8,0,C2002,7,5,31825,'LAMOILLE RIVER          ','  C2002           ','0.1 MI JCT TH 2 + TH 6   ',99.99,0,0,,,44311600,72182900,6,3,3,3,9,1925,2,0,410,2007,0,7.3,0,0,0,0,0,0,0,5,0,0,0,A,5,5,1,4,0,0,1,0,8.199999999999999,13.1,14,1.6,0,8.199999999999999,9,99.99,N,0,N,0,0,5,5,5,8,N,5,54,5,32.4,5,5,N,5,8,6,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,8,615,2027,N,0,80.900000000000006,"(44311600, 72182900)"
100305002303051,1,8,0,C3053,7,5,31825,'HAYNESVILLE BROOK       ','  C3053           ','AT JCT TH 53 + VT 15     ',99.99,0,0,,,44294300,72190500,159,3,3,3,9,1954,1,0,10,2007,0,5.5,0,0,0,0,0,0,0,5,0,0,0,B,1,5,3,2,0,0,1,0,4.6,7.9,10.4,0,0,4.6,4.9,99.99,N,0,N,0,0,8,7,6,6,N,2,6.3,2,4.5,2,7,N,4,5,8,31,1,16.5,711,24,N  ,N  ,N  ,,,,175,150,325,2011,0,N,3,,0,0,0,8,7,0,0,2,0,,Y,7,15,2027,N,1,31.7,"(44294300, 72190500)"
100305002403051,1,8,0,C3049,7,5,31825,'NICHOLS BROOK           ','  C3049           ','AT JCT TH 49 + TH 46     ',99.99,0,0,,,44292400,72220100,159,3,3,3,9,2001,2,0,100,1999,9,6.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,5,1,0,0,1,0,5.3,13.4,14,0.2,0.2,5.3,6,99.99,N,0,N,0,0,8,8,7,7,N,5,54,5,32.4,7,3,N,5,8,8,35,1,14,711,24,N  ,Y60,N  ,,608,,182,35,217,2011,0,N,2,,0,0,0,2,2,0,0,2,0,,Y,8,140,2019,N,2,85.2,"(44292400, 72220100)"
100305002503051,1,8,0,C3042,7,5,31825,'LAMOILLE RIVER          ','  C3042           ','0.01 MI TO JCT W VT15    ',99.99,0,0,,,44305500,72234100,159,3,3,3,9,1989,2,0,25,2007,5,7.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,7,18.3,18.899999999999999,0.2,0.2,7,7.7,99.99,N,0,N,0,0,8,8,7,8,N,2,66.599999999999994,2,34.200000000000003,7,5,N,5,8,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,1,20,0,,Y,7,37,2027,N,0,93.8,"(44305500, 72234100)"
100305002803051,1,8,0,C3030,7,5,31825,'LAMOILLE RIVER          ','  C3030           ','0.05 MI JCT TH 30 + VT16 ',99.99,0,0,,,44303400,72190300,159,3,3,3,9,1950,1,0,10,2007,0,4.9,0,0,0,0,0,0,0,5,0,0,0,B,1,5,3,2,0,0,1,0,4.1,16.5,17.100000000000001,0,0,4.1,4.5,99.99,N,0,N,0,0,7,6,6,5,N,2,6.3,2,4.5,2,5,N,4,6,6,31,1,23.8,711,24,N  ,N  ,N  ,,,,228,150,378,2011,0,N,3,,0,0,0,8,7,0,0,2,0,,Y,2,15,2027,N,1,31.7,"(44303400, 72190300)"
100305002903051,1,8,0,C3031,7,5,31825,'LAMOILLE RIVER          ','  C3031           ','0.05 MI JCT TH 31 + VT16 ',99.99,0,0,,,44302000,72190700,6,3,3,3,9,2002,1,0,90,1997,9,6.1,0,12,0,1,1,1,1,5,0,0,0,A,1,5,5,5,0,0,1,0,4.7,24.1,24.7,0.2,0.2,4.7,5.5,99.99,N,0,N,0,0,8,8,8,7,N,2,89.1,2,44.1,8,7,N,5,8,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,3,,0,0,0,1,1,0,1,2,0,,Y,8,126,2017,N,0,85,"(44302000, 72190700)"
100305003003051,1,8,0,C3039,7,5,31825,'LAMOILLE RIVER          ','  C3039           ','0.01 MI S JCT VT 15      ',99.99,0,0,,,44312000,72245600,14,3,3,3,9,1981,2,0,100,2007,5,7,0,23,0,1,1,1,1,5,0,0,0,A,1,5,4,2,0,0,3,0,6.9,21.3,30.5,0.2,0.2,6.9,7.8,99.99,N,0,N,0,0,7,8,8,8,N,2,52.2,2,33.299999999999997,8,5,N,5,8,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,1,2,0,,Y,8,150,2027,N,0,98.9,"(44312000, 72245600)"
100305003103051,1,8,0,C2005,7,5,31825,'LAMOILLE RIVER          ','  C2005           ','0.1 MI JCT TH 5 + VT 16  ',99.99,0,0,,,44323100,72160300,2,3,3,3,8,1924,2,0,750,2007,0,6.7,0,30,0,0,0,0,0,5,0,0,0,A,1,5,1,4,0,0,1,0,6.4,11.9,13.1,0.1,0.1,6.4,7.2,99.99,N,0,N,0,0,6,7,6,6,N,5,54,5,32.4,6,3,N,5,7,8,35,1,13.1,711,24,N  ,N  ,N  ,,,,202,35,237,2011,0,N,2,,0,0,0,1,6,0,0,3,0,,Y,3,1125,2027,N,2,77.900000000000006,"(44323100, 72160300)"
100305004203051,1,8,0,C3ELM,7,5,31750,'COOPER BROOK            ','  C3ELM           ','ON ELM ST 0.2 MI W VT 15 ',99.99,0,0,,,44301000,72222600,159,3,3,3,9,1985,2,0,75,2007,5,6.7,0,48,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.3,11.3,11.9,0,0,7.3,7.7,99.99,N,0,N,0,0,8,8,7,7,N,1,89.1,1,62.1,7,6,N,5,7,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,0,0,0,6,0,,Y,3,112,2027,N,0,94.4,"(44301000, 72222600)"
100305004303051,1,8,0,C3WCS,7,5,31750,'LAMOILLE RIVER          ','  C30WC           ','@ JCT W CL1 TH1          ',99.99,0,0,,,44302400,72221200,2,3,3,3,9,1965,2,0,750,2007,4,7.3,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,7.3,29.6,30.2,0.5,0.5,7.3,8.800000000000001,99.99,N,0,N,0,0,6,7,6,8,N,2,71.099999999999994,2,39.6,6,4,N,5,7,8,,,,711,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,3,1125,2027,N,0,85.9,"(44302400, 72221200)"
100307001203071,1,8,0,C2001,7,5,41725,'SO. WHEELOCK BRANCH     ','  C2001           ','0.3 MI JCT TH 1 + TH 32  ',99.99,0,0,,,44320700,72025200,8,3,3,3,8,1949,2,0,860,2008,4,8.5,0,30,0,0,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.5,6.4,7,0,0,7.5,8.1,99.99,N,0,N,0,0,7,7,6,6,N,1,44.1,1,26.1,6,4,N,5,6,7,35,1,7,810,24,N  ,N  ,N  ,,,,122,35,157,2011,0,N,2,,0,0,0,1,6,0,0,3,0,,Y,8,1290,2028,N,0,77.400000000000006,"(44320700, 72025200)"
100307001303071,1,8,0,C2002,7,5,41725,'HAWKINS BROOK           ','  C2002           ','0.65 MI TO JCT W CL2 TH6 ',99.99,0,0,,,44302400,71580500,8,3,3,3,8,1953,2,0,700,2008,4,7.9,0,15,0,0,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,8.1,6.7,7.6,0,0,8.1,8.5,99.99,N,0,N,0,0,7,7,7,8,N,1,38.700000000000003,1,23.4,6,5,N,5,7,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,3,0,,Y,8,1050,2028,N,0,86.9,"(44302400, 71580500)"
100307001403071,1,8,0,C2002,7,5,41725,'HAWKINS BROOK           ','  C2002           ','0.25 MI TO JCT W C3 TH45 ',99.99,0,0,,,44311200,71570700,8,3,3,3,8,1928,2,0,400,2008,1,7,0,20,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,6.7,7.9,8.5,0,0,6.7,7.1,99.99,N,0,N,0,0,7,7,7,8,N,5,54,5,32.4,7,4,N,5,6,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1993,1,6,2,0,3,0,,Y,8,600,2028,N,0,84.3,"(44311200, 71570700)"
100307001503071,1,8,0,C2001,7,5,41725,'SO WHEELOCK BRANCH      ','  C2001           ','0.05 MI JCT TH 1 + US 5  ',99.99,0,0,,,44305800,72003500,2,3,3,3,8,1973,2,0,860,2008,5,8.5,0,10,0,N,N,N,N,5,0,0,0,A,1,5,1,19,0,0,2,0,8.9,4.6,9.1,0,0,0,0,99.99,N,0,N,0,0,N,N,N,6,8,5,54,5,32.4,8,N,N,5,7,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,3,0,,Y,8,1290,2028,N,0,99.9,"(44305800, 72003500)"
100307001703071,1,8,0,C2002,7,5,41725,'HAWKINS BROOK           ','  C2002           ','0.15 MI TO JCT W C3 TH75 ',99.99,0,0,,,44303500,71574800,8,3,3,3,8,1928,2,0,650,2008,1,7,0,5,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,6.7,14,14.9,0,0,6.7,7,99.99,N,0,N,0,0,5,6,7,6,N,1,59.4,1,35.1,6,4,N,5,6,6,35,1,14.9,610,24,N  ,N  ,N  ,,,,226,35,261,2011,0,N,2,,0,0,0,1,6,0,0,3,0,,Y,3,975,2028,N,0,83.2,"(44303500, 71574800)"
100307003303071,1,8,0,C3058,7,5,41725,'SO. WHEELOCK BRANCH     ','  C3058           ','0.08 MI TO JCT W CL2 TH1 ',3.68,0,0,,,44305900,72006000,2,3,3,3,9,1881,2,0,400,2008,0,5.5,0,0,0,0,0,0,0,1,0,0,0,P,1,5,7,10,0,0,1,0,5,19.5,21,0,0,5,5.1,2.69,N,0,N,0,0,6,5,5,8,N,5,4.5,5,4.5,3,2,N,4,8,6,35,1,21,710,24,N  ,N  ,N  ,,,,230,35,266,2011,0,N,2,,0,0,1980,8,7,0,7,2,0,,Y,8,600,2028,N,2,19.399999999999999,"(44305900, 72006000)"
100307004203071,1,8,0,C3040,7,5,41725,'E.BR.PASSUMPSIC RIVER   ','  C3040           ','0.05 MI TO JCT W VT114   ',99.99,0,0,,,44331300,71581000,3,3,3,3,9,1965,2,0,250,2008,5,6.4,0,10,0,1,1,1,1,5,0,0,0,A,1,5,3,2,0,0,1,0,5.9,23.8,24.4,0,0,5.9,7.1,99.99,N,0,N,0,0,8,7,7,8,N,1,81.900000000000006,1,49.5,7,3,N,5,8,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,0,0,15,0,,Y,8,375,2028,N,2,81,"(44331300, 71581000)"
100307004303071,1,8,0,C3024,7,5,41725,'SO. WHEELOCK BRANCH     ','  C3024           ','0.1 MI JCT TH 43 + TH 1  ',99.99,0,0,,,44322100,72031700,8,3,3,3,9,1956,2,0,100,2008,0,6.4,0,15,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,5.5,7.6,8.199999999999999,0,0,5.5,6.1,99.99,N,0,N,0,0,7,6,7,6,N,2,30.6,2,19.8,5,4,N,5,6,8,35,1,8.199999999999999,810,24,N  ,N  ,N  ,,,,108,35,143,2011,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,8,150,2028,N,0,74.400000000000006,"(44322100, 72031700)"
100307004503071,1,8,0,C3026,7,5,41725,'MILLER RUN              ','  C3026           ','0.1 MI TO JCT W VT122    ',99.99,0,0,,,44335500,72023300,6,3,3,3,9,1930,2,0,150,2008,0,6.4,0,0,0,1,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,6.2,12.5,13.1,0.1,0.1,6.2,6.8,99.99,N,0,N,0,0,7,7,7,7,N,2,16.2,2,9.9,2,4,N,5,7,8,31,1,21,810,24,N  ,N  ,N  ,,,,305,150,455,2011,0,N,2,,0,0,1996,1,6,2,0,2,0,,Y,8,225,2028,N,1,45.7,"(44335500, 72023300)"
100307004603071,1,8,0,C3031,7,5,41725,'MILLER RUN              ','  C3031           ','0.04 MI TO JCT W C3 TH96 ',99.99,0,0,,,44331500,72020000,6,3,3,3,9,1919,2,0,200,2008,4,7.3,0,10,0,1,0,0,0,5,0,0,0,A,1,5,5,5,0,0,1,0,6.9,17.100000000000001,17.7,0,0,6.9,7.4,99.99,N,0,N,0,0,8,8,7,8,N,2,25.2,2,13.5,4,4,N,5,7,7,35,1,17.7,810,24,N  ,N  ,N  ,,,,283,35,318,2011,0,N,2,,0,0,1974,2,6,2,0,2,0,,Y,8,300,2028,N,0,59.7,"(44331500, 72020000)"
100307004703071,1,8,0,C3036,7,5,41725,'E.BR.PASSUMPSIC R.      ','  C3036           ','@ JCT W VT114            ',99.99,0,0,,,44325900,71591000,5,3,3,3,9,1951,2,0,800,2008,4,7,0,0,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,7.3,15.5,16.2,0,0,7.3,7.9,99.99,N,0,N,0,0,8,8,6,6,N,2,31.5,2,18,5,4,N,5,6,8,35,1,16.2,610,24,N  ,N  ,N  ,,,,276,35,311,2011,0,N,2,,0,0,1975,1,6,2,0,2,0,,Y,3,1200,2028,N,0,60.9,"(44325900, 71591000)"
100307004903071,1,8,0,C3082,7,5,41725,'SO. WHEELOCK BRANCH     ','  C3082           ','AT JCT TH 82 + TH 57     ',99.99,0,0,,,44305400,72004800,2,3,3,3,9,1928,2,0,200,2008,0,6.7,0,30,0,1,0,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,6.1,9.1,9.800000000000001,0,0,6.1,7,99.99,N,0,N,0,0,6,6,6,7,N,2,50.4,2,29.7,6,4,N,5,6,8,,,,810,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,8,300,2028,N,0,83,"(44305400, 72004800)"
100307005003071,1,8,0,C3045,7,5,41725,'HAWKINS BROOK           ','  C3045           ','0.1 MI TO JCT W CL2 TH2  ',99.99,0,0,,,44312100,71572400,6,3,3,3,9,1928,2,0,100,2008,0,5.5,0,20,0,1,1,1,1,5,0,0,0,A,1,5,1,4,0,0,1,0,6.4,8.5,10.1,0,0,6.4,6.9,99.99,N,0,N,0,0,8,8,7,7,N,5,54,5,32.4,7,5,N,5,6,6,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,8,150,2028,N,0,99,"(44312100, 71572400)"
100307005203071,1,8,0,C3046,7,5,41725,'SO WHEELOCK BRANCH      ','  C3046           ','0.05 MI JCT TH 1 + TH 52 ',99.99,0,0,,,44314600,72023300,8,3,3,3,9,1919,2,0,250,2008,0,7,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,6.5,7.9,8.800000000000001,0,0,6.5,6.9,99.99,N,0,N,0,0,7,7,7,5,N,5,54,5,32.4,7,4,N,5,6,8,,,,810,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,1947,1,6,2,0,2,0,,Y,8,375,2028,N,0,87.4,"(44314600, 72023300)"
100307005403071,1,8,0,C3069,7,5,41725,'SHELDON BROOK           ','  C3069           ','0.05 MI TO JCT W CL2 TH2 ',99.99,0,0,,,44301700,71591600,11,3,3,3,9,1978,2,0,150,2008,5,7.6,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,1,0,0,1,0,7.3,9.4,10.1,0.1,0.1,7.3,7.8,99.99,N,0,N,0,0,8,8,8,8,N,2,64.8,2,33.299999999999997,8,5,N,5,7,8,,,,610,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,1,6,2,0,2,0,,Y,8,225,2028,N,0,94.4,"(44301700, 71591600)"
100307005603071,1,8,0,C2001,7,5,41725,'SO. WHEELOCK BRANCH     ','  C2001           ','0.5 MI JCT TH 1 + TH 24  ',99.99,0,0,,,44321500,72035900,8,3,3,3,8,1940,2,0,860,2008,2,7.9,0,23,0,1,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,6.5,13.7,14.6,0.2,0.2,6.5,6.9,99.99,N,0,N,0,0,8,7,7,7,N,2,17.100000000000001,2,6.3,2,3,N,5,6,6,31,1,23.5,810,24,N  ,N  ,N  ,,,,348,150,498,2011,0,N,2,,0,0,1989,1,6,2,0,3,0,,Y,8,1290,2028,N,1,32.1,"(44321500, 72035900)"
100309003903091,1,8,0,C3062,7,5,54400,'SOUTH PEACHAM BROOK     ','  C3062           ','AT JCT TH 62 + TH 1      ',99.99,0,0,,,44185000,72095200,0,3,3,3,9,1974,1,0,20,2007,1,3,0,8,0,0,0,0,0,5,0,0,0,A,1,5,3,2,0,0,1,0,4.5,6.7,7.3,0.1,0.1,4.5,4.9,99.99,N,0,N,0,0,7,7,8,6,N,2,20.7,2,16.2,5,6,N,5,7,8,35,1,7.3,611,24,N  ,N  ,N  ,,,,77,35,112,2011,0,N,3,,0,0,0,8,7,0,7,2,0,,Y,3,30,2027,N,0,62.3,"(44185000, 72095200)"
100310000203101,1,8,0,C2002,7,5,61525,'WELLS RIVER             ','  C2002           ','0.05 MI JCT TH 2 + US302 ',99.99,0,0,,,44111400,72082600,2,3,3,3,9,1940,2,0,300,2007,2,6.1,0,0,0,0,0,0,0,5,0,0,0,A,5,5,3,2,0,0,1,0,7.5,23.5,24.1,0.1,1.2,7.5,8.199999999999999,99.99,N,0,N,0,0,7,6,7,7,N,1,29.7,1,17.100000000000001,5,5,N,5,7,8,35,1,24.1,611,24,N  ,N  ,N  ,,,,427,35,462,2011,0,N,2,,0,0,0,1,6,8,0,2,0,,Y,2,450,2027,N,0,68,"(44111400, 72082600)"
100310000403101,1,8,0,C2005,7,5,61525,'WELLS RIVER             ','  C2005           ','0.2 MI JCT TH 5 + US 302 ',99.99,0,0,,,44110600,72071200,5,3,3,3,9,1929,2,0,270,2007,2,7.3,0,45,0,0,0,1,1,5,0,0,0,A,1,5,3,3,0,0,1,0,6.1,30.5,32.9,0.1,0.1,6.1,6.5,99.99,N,0,N,0,0,6,5,6,7,N,2,41.4,2,14.4,4,4,N,5,8,8,31,1,39.6,611,24,Y24,N  ,N  ,611,,,547,150,697,2011,0,N,2,,0,0,0,1,6,0,0,2,0,,Y,7,405,2027,N,0,46,"(44110600, 72071200)"
100310000903101,1,8,0,C3046,7,5,61525,'BROOK                   ','  C3046           ','@ JCT W CL2 TH1          ',99.99,0,0,,,44122400,72050500,159,3,3,3,9,2001,2,0,20,2007,9,6.1,0,0,0,1,1,1,1,5,0,0,0,A,1,5,1,19,0,0,1,0,5.1,6.7,6.7,0,0,5.1,6.2,99.99,N,0,N,0,0,N,N,N,8,8,5,54,5,32.4,8,3,N,5,8,8,,,,611,24,N  ,N  ,N  ,,,,,,,,0,N,2,,0,0,0,N,N,N,N,2,0,,Y,8,30,2027,N,2,83.3,"(44122400, 72050500)"
