ID,Reporting Agency,Report Number,Date,Street Address,Town,Number,Number1,Number2,Number3,Intersection,Distance From Intersection,Distance Unit,Posted Speed,Direction of Collision,Direction from Intersection,Easting,Northing,Mile Marker,Mile Marker 1,Mile Marker 2,AOT Roadway,AOT Route,AOT Actual Mile,LRS Number,How Mapped,Crash Type,Location 1
6902,VT0080200,12ST03004,11/29/2012,VT-108 (5000 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,50,3 - Same Direction Sideswipe,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,5.04,V108-0808,LRS,Property Damage Only,"(44.50225023, -72.75650202)"
6903,VT0080200,12ST02296,09/01/2012,VT-108 Mountain Road,Stowe,NO DATA,108,NO DATA,NO DATA,Notchbrook Road,NO DATA,NO DATA,40,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,5.03,V108-0808,LRS,Property Damage Only,"(44.50222003, -72.75630272)"
6904,VT0080200,12ST00286,01/30/2012,VT-108 (4969 Mountain Road),Stowe,NO DATA,100,NO DATA,NO DATA,Matterhorn,100,Feet,50,3 - Same Direction Sideswipe,North,479606,222480,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,5,V108-0808,LRS,Property Damage Only,"(44.50210226, -72.75570808)"
6905,VT0080200,12ST02970,11/26/2012,VT-108 (4658 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,40,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,4.71,V108-0808,LRS,Property Damage Only,"(44.50108328, -72.74992498)"
6906,VT0080200,12ST03245,12/27/2012,Rte 108,Stowe,NO DATA,108,NO DATA,NO DATA,Brook Road,NO DATA,NO DATA,40,7 - Other - Explain in Narrative,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,4.32,V108-0808,LRS,Property Damage Only,"(44.49790293, -72.74365743)"
6907,VT0080200,12ST03017,11/30/2012,VT-108 (4081 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,40,7 - Other - Explain in Narrative,NO DATA,480770,221608,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,4.09,V108-0808,LRS,Property Damage Only,"(44.49484497, -72.74183716)"
6908,VT0080200,12ST02767,11/02/2012,VT-108 (3430 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,40,NO DATA,NO DATA,481619,221045,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,3.48,V108-0808,LRS,Property Damage Only,"(44.48977902, -72.73313931)"
6909,VT0080200,12ST02596,10/12/2012,VT-108 (3430 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,North America Hockey Adcademy,500,Feet,40,2 - Head On,North,481272,221175,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,3.48,V108-0808,LRS,Property Damage Only,"(44.48977902, -72.73313931)"
6910,VT0080200,12ST01963,07/31/2012,VT-108 Mountain Road,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,@ Edson Hill,NO DATA,NO DATA,40,NO DATA,NO DATA,481792,220925,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,3.26,V108-0808,LRS,Property Damage Only,"(44.48860623, -72.72910140)"
6911,VT0080200,12ST01237,05/18/2012,VT-108 (3214 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,Edson Hill Road,500,NO DATA,40,3 - Same Direction Sideswipe,South,481778,220956,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,3.23,V108-0808,LRS,Injury,"(44.48824703, -72.72875625)"
6912,VT0080200,12ST00519,02/24/2012,VT-108 (2850 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,Well Heeled,50,Feet,10,3 - Same Direction Sideswipe,North,481895,220403,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,2.87,V108-0808,LRS,Property Damage Only,"(44.48313476, -72.72739364)"
6920,VT0080200,12ST01555,06/12/2012,VT-108 (1190 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,Birch Hill Road,50,Feet,30,1 - Rear End,South,484008,219388,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,1.22,V108-0808,LRS,Property Damage Only,"(44.47472361, -72.70210592)"
6921,VT0080200,12ST01003,04/19/2012,VT-108 (942 Mountain Road),Stowe,NO DATA,108,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,35,7 - Other - Explain in Narrative,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,0.95,V108-0808,LRS,Property Damage Only,"(44.47353192, -72.69694835)"
6922,VT0080200,12ST03158,12/19/2012,VT-108 (395 Mountain Road),Stowe,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,50,Feet,10,NO DATA,West,485020,218907,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,0.39,V108-0808,LRS,Property Damage Only,"(44.47052157, -72.68757106)"
6923,VT0080200,12ST00017,01/02/2012,VT-108 Mountain Rd,Stowe,NO DATA,108,NO DATA,NO DATA,Dump Rd,NO DATA,NO DATA,25,1 - Rear End,NO DATA,485087,218923,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,0.37,V108-0808,LRS,Property Damage Only,"(44.47025519, -72.68743814)"
6924,VT0080200,12ST03147,12/18/2012,VT-108 (350 Mountain Rd),Stowe,NO DATA,108,NO DATA,NO DATA,AJ's Ski And Sports,50,Feet,25,6 - Single Vehicle Crash,South,485089,218907,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,0.37,V108-0808,LRS,Property Damage Only,"(44.47025519, -72.68743814)"
6925,VT0080200,12ST02521,10/05/2012,VT-108 Mountain Rd,Stowe,NO DATA,NO DATA,NO DATA,NO DATA,Dump Rd,NO DATA,NO DATA,25,"8 - No Turns, Thru moves only, Broadside ^<",NO DATA,485082,218920,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,0.37,V108-0808,LRS,Injury,"(44.47025519, -72.68743814)"
6933,VTVSP0100,12A105122,12/27/2012,VT-108 (801 VT RT 108),Cambridge,NO DATA,108,NO DATA,NO DATA,Pratt Road,NO DATA,NO DATA,40,2 - Head On,NO DATA,473698,236420,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,7.46,V108-0802,LRS,Property Damage Only,"(44.62741785, -72.83120791)"
6934,VTVSP0100,12A100224,01/17/2012,VT 108 (4087 VT RT 108S),Cambridge,NO DATA,108,NO DATA,NO DATA,Brewster River Pub & Grill,NO DATA,NO DATA,40,3 - Same Direction Sideswipe,North,476684,232369,802,108,420,State System (State Highways and Class I TH links),VT-108,4.18,V108-0802,LRS,Property Damage Only,"(44.59088881, -72.79341145)"
6935,VTVSP0100,12A104240,10/28/2012,VT RT 108,Cambridge,NO DATA,108,NO DATA,NO DATA,Mountainview Drive,1,Miles,40,6 - Single Vehicle Crash,South,NO DATA,NO DATA,108,802,140,State System (State Highways and Class I TH links),VT-108,3.93,V108-0802,LRS,Injury,"(44.58841823, -72.79010946)"
6936,VTVSP0100,12A102691,07/19/2012,4400 VT RT 108,Cambridge,NO DATA,108,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,40,6 - Single Vehicle Crash,NO DATA,477081,231930,1080,802,380,State System (State Highways and Class I TH links),VT-108,3.83,V108-0802,LRS,Injury,"(44.58737607, -72.78873638)"
6937,VTVSP0100,12A104730,12/01/2012,VT-108 (5449 VT RT 108),Cambridge,NO DATA,108,NO DATA,NO DATA,Mountainview Drive,NO DATA,Feet,50,6 - Single Vehicle Crash,NO DATA,478019,230311,1080,802,260,State System (State Highways and Class I TH links),VT-108,2.92,V108-0802,LRS,Injury,"(44.57676892, -72.77793190)"
6938,VTVSP0100,12A100456,02/06/2012,VT-108 (85 Church Street),Cambridge,NO DATA,NO DATA,NO DATA,NO DATA,Church St & Cambridge Post Office,10,Feet,25,1 - Rear End,North,473733,238236,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,0.16,V108-0802,LRS,Property Damage Only,"(44.54495651, -72.79208425)"
6946,VTVSP0700,12A201265,03/26/2012,VT 108 (425 Main Street),Bakersfield,NO DATA,108,NO DATA,NO DATA,J&A Auto Repair,10,Feet,25,1 - Rear End,East,476270,254270,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-108,4.1,V108-0601,LRS,Injury,"(44.78806825, -72.79990185)"
6947,VTVSP1100,12D300761,02/20/2012,VT-107,Stockbridge,NO DATA,107,NO DATA,NO DATA,RT 100,NO DATA,NO DATA,40,7 - Other - Explain in Narrative,NO DATA,478879,141585,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-107,0.05,V107-1419,LRS,Property Damage Only,"(43.77412566, -72.76241026)"
6948,VT0141100,12RY00987,09/11/2012,VT-107,Royalton,NO DATA,107,NO DATA,NO DATA,VT Route 14,20,Feet,40,1 - Rear End,West,494664,147438,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-107,2.52,V107-1416,LRS,Property Damage Only,"(43.82719275, -72.56642444)"
6949,VT0141100,12RY00927,08/29/2012,VT-107,Royalton,NO DATA,107,NO DATA,NO DATA,I-89 NB On Ramp,75,Feet,50,3 - Same Direction Sideswipe,West,493782,147424,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-107,1.96,V107-1416,LRS,Property Damage Only,"(43.82705350, -72.57722207)"
6950,VTVSP1100,12D300195,01/13/2012,VT-107,Royalton,NO DATA,107,NO DATA,NO DATA,I89 Off Ramp And VT 107,10,Feet,50,6 - Single Vehicle Crash,East,493768,147419,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-107,1.94,V107-1416,LRS,Property Damage Only,"(43.82694201, -72.57754547)"
6951,VTVSP1100,12D300830,02/24/2012,RT 107,Royalton,NO DATA,107,NO DATA,NO DATA,Exit 3,0,Miles,50,6 - Single Vehicle Crash,West,493359,147267,1070,1416,120,State System (State Highways and Class I TH links),VT-107,1.32,V107-1416,LRS,Property Damage Only,"(43.82371396, -72.58899890)"
6960,VT0140500,12WK00882,05/24/2012,VT-106,Woodstock,NO DATA,106,NO DATA,NO DATA,Kelley Way,75,Feet,50,6 - Single Vehicle Crash,South,436085,725160,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,6.18,V106-1424,LRS,Property Damage Only,"(43.60919620, -72.51629023)"
6961,VT0140500,12WK00697,04/26/2012,VT-106 South RD,Woodstock,NO DATA,106,NO DATA,NO DATA,Folden Hill RD,1,Miles,50,6 - Single Vehicle Crash,North,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,4.36,V106-1424,LRS,Property Damage Only,"(43.58371261, -72.51371843)"
6962,VT0140500,12WK00180,01/31/2012,VT 106 (SOUTH ROAD),Woodstock,NO DATA,106,NO DATA,NO DATA,DENSMORE HILL ROAD,300,Feet,50,2 - Head On,North,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,4.24,V106-1424,LRS,Property Damage Only,"(43.58210868, -72.51447042)"
6963,VT0140500,12WK00076,01/14/2012,VT-106 SOUTH ROAD,Woodstock,NO DATA,106,NO DATA,NO DATA,BRYANT ROAD,300,Feet,40,2 - Head On,North,435669,725234,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,3.05,V106-1424,LRS,Property Damage Only,"(43.56711237, -72.52268541)"
6964,VTVSP0400,12D100719,03/03/2012,VT-106,Weathersfield,NO DATA,106,NO DATA,NO DATA,Little Ascutney Road,1,Miles,50,6 - Single Vehicle Crash,North,498353,102250,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,5.82,V106-1420,LRS,Property Damage Only,"(43.42054746, -72.52044915)"
6965,VTVSP0400,12D101591,05/27/2012,VT-106,Weathersfield,NO DATA,106,NO DATA,NO DATA,Quarry Rd,NO DATA,NO DATA,40,3 - Same Direction Sideswipe,NO DATA,498636,96672,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,1.93,V106-1420,LRS,Property Damage Only,"(43.36984808, -72.51705478)"
6973,VT0140200,12SF01438,04/24/2012,Route 106,Springfield,NO DATA,106,NO DATA,NO DATA,Maple,150,Feet,40,1 - Rear End,South,498574,92665,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,2.57,V106-1418,LRS,Property Damage Only,"(43.33491490, -72.51837425)"
6974,VT0140200,12SF00601,02/23/2012,Vermont Route 106,Springfield,NO DATA,106,NO DATA,NO DATA,Irving Gas Station,10,Feet,40,2 - Head On,South,498511,92749,1060,1418,260,State System (State Highways and Class I TH links),VT-106,2.56,V106-1418,LRS,Fatal,"(43.33480055, -72.51825198)"
6975,VT0140200,12SF03202,08/12/2012,VT RT 106,Springfield,NO DATA,106,NO DATA,NO DATA,Mill Road,NO DATA,NO DATA,40,"16 - Right Turn and Thru, Same Direction Sideswipe/Angle Crash ^^--",NO DATA,498624,92533,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,2.42,V106-1418,LRS,Injury,"(43.33303151, -72.51690498)"
6976,VT0140200,12SF04322,10/13/2012,VT┬á RT 106,Springfield,NO DATA,106,NO DATA,NO DATA,Mill Street,0,Feet,40,NO DATA,NO DATA,498627,92540,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,2.42,V106-1418,LRS,Property Damage Only,"(43.33303151, -72.51690498)"
6977,VT0140200,12SF04856,11/18/2012,VT-106River Street,Springfield,NO DATA,106,NO DATA,NO DATA,Piper Road,10,Feet,40,1 - Rear End,South,498692,92353,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,2.32,V106-1418,LRS,Property Damage Only,"(43.33171341, -72.51607595)"
6978,VT0140200,12SF02222,06/16/2012,RT 106,Springfield,NO DATA,NO DATA,NO DATA,NO DATA,Between Reservoir Road And GMC,100,Feet,40,6 - Single Vehicle Crash,West,499040,92026,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,2.02,V106-1418,LRS,Property Damage Only,"(43.32837939, -72.51190474)"
6986,VT0140200,12SF05295,12/24/2012,RT.106,Springfield,NO DATA,NO DATA,NO DATA,NO DATA,Joes Discount Enterance,NO DATA,NO DATA,40,3 - Same Direction Sideswipe,NO DATA,499190,91671,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,1.19,V106-1418,LRS,Property Damage Only,"(43.31806361, -72.50421342)"
6987,VT0140200,12SF03490,08/25/2012,VT-106 (280 RIVER ST),Springfield,NO DATA,106,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,40,"14 - Left Turn and Thru, Broadside v<--",NO DATA,500231,89889,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,0.59,V106-1418,LRS,Property Damage Only,"(43.31063868, -72.49856247)"
6988,VT0140200,12SF05348,12/29/2012,VT-106 Pete's Pharmacy,Springfield,NO DATA,NO DATA,NO DATA,NO DATA,Route 106,600,Feet,99,7 - Other - Explain in Narrative,East,500290,89751,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,0.42,V106-1418,LRS,Property Damage Only,"(43.30867983, -72.49659333)"
6989,VT0140200,12SF04229,10/08/2012,Route 106,Springfield,NO DATA,106,NO DATA,NO DATA,Dollar General Plaza Parking Lot,NO DATA,NO DATA,40,3 - Same Direction Sideswipe,NO DATA,500263,89849,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,0.26,V106-1418,LRS,Property Damage Only,"(43.30683296, -72.49475101)"
6990,VT0140200,12SF01124,04/02/2012,VT-106 River Street,Springfield,NO DATA,106,NO DATA,NO DATA,Vermont Route 11,1,Feet,40,1 - Rear End,North,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,0.1,V106-1418,LRS,Property Damage Only,"(43.30486572, -72.49318546)"
6991,VT0140200,12SF01570,05/03/2012,VT-106 RIVER STREET,Springfield,1,NO DATA,NO DATA,NO DATA,SPRINGFIELD PHARMACY,2000,Feet,40,1 - Rear End,South,500222,89909,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-106,0.09,V106-1418,LRS,Injury,"(43.30477480, -72.49303439)"
6999,VTVSP0800,12B201665,06/04/2012,VT-105 (521),Troy,NO DATA,105,NO DATA,NO DATA,River Rd,1,Miles,50,1 - Rear End,East,509593,276860,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,4.06,V105-1017,LRS,Property Damage Only,"(44.99157152, -72.37694548)"
7000,VTVSP0800,12B202524,08/05/2012,VT-105,Troy,NO DATA,105,NO DATA,NO DATA,312 VT Rt 105,NO DATA,NO DATA,50,4 - Opp Direction Sideswipe,NO DATA,506953,275699,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,1.57,V105-1017,LRS,Fatal,"(44.98109615, -72.41178024)"
7001,VTVSP0800,12B200955,04/07/2012,VT-105,Newport Town,NO DATA,105,NO DATA,NO DATA,VT Rt 100,100,Feet,50,6 - Single Vehicle Crash,East,516876,270136,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,4.29,V105-1016,LRS,Injury,"(44.93048757, -72.28725019)"
7002,VTVSP0800,12B201627,05/31/2012,VT RT105,Newport Town,NO DATA,105,NO DATA,NO DATA,Jct VT Rt 100,10,Feet,50,6 - Single Vehicle Crash,East,516767,270029,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,4.27,V105-1016,LRS,Property Damage Only,"(44.93031007, -72.28755135)"
7003,VTVSP0800,12B204401,12/31/2012,3967 VT RT 105,Newport Town,NO DATA,105,NO DATA,NO DATA,3967 VT RT 105,NO DATA,NO DATA,35,6 - Single Vehicle Crash,West,515426,272149,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,2.71,V105-1016,LRS,Property Damage Only,"(44.94908058, -72.30403750)"
7004,VT0100100,12NP00339,02/24/2012,VT-105 Highland Ave,Newport City,NO DATA,NO DATA,NO DATA,NO DATA,Pleasant Street,35,Feet,25,6 - Single Vehicle Crash,West,005-23-067,002-70-676,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,1.38,V105-1015,LRS,Property Damage Only,"(44.93140237, -72.21699613)"
7012,VTVSP0800,12B201269,05/02/2012,VT-105,Derby,NO DATA,105,NO DATA,NO DATA,Hayward Rd,NO DATA,NO DATA,50,"14 - Left Turn and Thru, Broadside v<--",NO DATA,531406,268603,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,3.29,V105-1007,LRS,Property Damage Only,"(44.91655827, -72.10179253)"
7013,VTVSP0800,12B200871,03/30/2012,VT-105,Derby,NO DATA,105,NO DATA,NO DATA,Heritage Dr,100,Feet,50,6 - Single Vehicle Crash,East,530576,269902,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,2.31,V105-1007,LRS,Property Damage Only,"(44.92824695, -72.11212848)"
7014,VTVSP0800,12B200424,02/18/2012,VT Route 105,Derby,NO DATA,105,NO DATA,NO DATA,US Route 5,250,Feet,35,1 - Rear End,East,529160,272756,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,0.05,V105-1007,LRS,Property Damage Only,"(44.95373540, -72.13071011)"
7015,VTVSP0800,12B202866,08/25/2012,Route 105,Coventry,NO DATA,105,NO DATA,NO DATA,Reed Road,NO DATA,NO DATA,35,1 - Rear End,South,519672,270452,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,1.04,V105-1005,LRS,Property Damage Only,"(44.93381382, -72.24957230)"
7016,VTVSP0800,12B201467,05/20/2012,VT 105,Coventry,NO DATA,105,NO DATA,NO DATA,Reed Rd,NO DATA,NO DATA,50,6 - Single Vehicle Crash,East,519663,270436,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,1.04,V105-1005,LRS,Injury,"(44.93381382, -72.24957230)"
7017,VTVSP0800,12B201468,05/20/2012,VT-105,Coventry,NO DATA,105,NO DATA,NO DATA,Reed Rd,10,Feet,50,6 - Single Vehicle Crash,East,519663,270436,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-105,1.04,V105-1005,LRS,Property Damage Only,"(44.93381382, -72.24957230)"
7025,VTVSP0600,12C203775,12/09/2012,4749 Vt Rt 125,Bridport,NO DATA,125,NO DATA,NO DATA,Market Road West (TH #44),120,Feet,50,6 - Single Vehicle Crash,NO DATA,432047,165994,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-125,3.46,V125-0102,LRS,Injury,"(43.99102504, -73.34665422)"
7026,VTVSP0600,12C201776,06/21/2012,VT-125 (5856 VT RT 125),Addison,NO DATA,125,NO DATA,NO DATA,Town Line Road,2,Miles,40,6 - Single Vehicle Crash,West,430789,167096,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-125,1.27,V125-0101,LRS,Property Damage Only,"(44.02674771, -73.39902058)"
7027,VTVSP0400,12D101821,06/15/2012,VT-123,Westminster,NO DATA,123,NO DATA,NO DATA,Railroad Underpass,25,Feet,99,1 - Rear End,East,505019,65017,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-123,0.06,V123-1320,LRS,Property Damage Only,"(43.08533308, -72.43894246)"
7028,VTVSP0200,12B103935,11/29/2012,Vt Rt 122,Wheelock,NO DATA,122,NO DATA,NO DATA,Sulfur Spring Rd,NO DATA,NO DATA,35,6 - Single Vehicle Crash,South,532695,232131,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-122,1.37,V122-0317,LRS,Property Damage Only,"(44.58863804, -72.08848999)"
7029,VTVSP0200,12B100108,01/11/2012,881 Vt Rt 122,Wheelock,NO DATA,122,NO DATA,NO DATA,Dexter Crossing Rd,0,Miles,50,1 - Rear End,South,532145,230347,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-122,0.83,V122-0317,LRS,Property Damage Only,"(44.58492790, -72.07853530)"
7030,VTVSP0200,12B104149,12/17/2012,VT Route 122,Wheelock,NO DATA,122,NO DATA,NO DATA,278 VT Route 122,50,Feet,50,6 - Single Vehicle Crash,South,534016,231294,1220,317,360,State System (State Highways and Class I TH links),VT-122,0.26,V122-0317,LRS,Property Damage Only,"(44.58016302, -72.06865206)"
7038,VTVSP0100,12A103412,09/03/2012,VT RT 118,Eden,NO DATA,118,NO DATA,NO DATA,NO DATA,NO DATA,NO DATA,50,7 - Other - Explain in Narrative,NO DATA,494715,248782,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-118,2.55,V118-0803,LRS,Injury,"(44.73920049, -72.56685431)"
7039,VTVSP0700,12A201851,05/06/2012,Vt 118 Main Street,Montgomery,118,NO DATA,NO DATA,NO DATA,Mill House Road,NO DATA,NO DATA,35,1 - Rear End,NO DATA,490928,264560,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-118,6.04,V118-0610,LRS,Property Damage Only,"(44.88106430, -72.61459250)"
7040,VTVSP0700,12A201065,03/12/2012,VT-118,Montgomery,NO DATA,118,NO DATA,NO DATA,Mill House Road,100,NO DATA,30,6 - Single Vehicle Crash,South,490913,264551,NO DATA,NO DATA,NO DATA,State System (State Highways and Class I TH links),VT-118,6.02,V118-0610,LRS,Property Damage Only,"(44.88096223, -72.61420585)"
