Year,FSCS ID,Town,Library,Mailing Address,Street Address,County,Phone Number,Hours per Week,FY Ends,Population,Hours MLS,ALA MLS,Hours Librarian,FTE Librarians,Hours other,Other Staff,Total Hours,Total FTE,Weekly Volunteer Hrs,Square Feet,Cap. Revenue - Local Taxes,Cap. Revenue - State,Cap. Revenue - Federal, Cap. Revenue - Other ,Total Cap. Revenue , Local Tax , Per Capita Tax ,Other Income, Total Income , State Grant  , Federal Grant , Other Grant , Total Grants , Fee Revenue, Book Expense , E Expense, AV Expense,Total Media Expense , Per Capita Expense, Salaries , Employee Benefits , Total Staff Expense , Other Expense , Total Operating Expense , PC Total Expense ,Grant Expense, Capital Expense ,Adult Books,Juvenile Books,Books,Per Capita Books,E Books,Adult Video,Juvenile Video,Video,Adult Audio,Juvenile Audio,Audio,Total Holdings,Adult Subscriptions,Juvenile Subscriptions,Subscriptions,Databases,E serials,Adult Borrowers,Juvenile Borrowers,Borrowers,% of population who borrow,Visits,Per Capita Visits,Reference Trans.,Per Capita Reference Trans.,Adult Circulation,Juvinile Circulation,Total Circulation,Per Capita Circulation,Collection Turnover,Library Loans Out,Library Loans In,Adult Programs,Juvenile Programs,Young Adult Programs,Total Programs,Adult Prog. Attend.,Juvenile Prog. Attend.,Young Adult Prog. Attend.,Total Program Attendance,Per Capita Prog. Attend.,Home Deliveries,Day Care Deliveries,Other Deliveries,Number of Computers,Public Computers,Computer Trained,Computer Users per Week,Wireless Users per Week,Internet Type,filtered?,Name of filtering program,Meets Standards?,Library Type,Automated?,Automation Vendor,Location 1,ZIP+4,Web address,City
2009-2010,VT0061,GLOVER,Glover Public Library,51 Bean Hill Rd,51 Bean Hill Rd,Orleans,(802) 525-4365,1,12/31/2009,927,0,0,18,0.45,0,0,18,0.45,15,823,$0.00,$0.00,$0.00,$0.00,$0.00,$10000.00,$10.79,$5895.00,$15895.00,$0.00,$0.00,$3600.00,$3600.00,N/A,$4385.00,$554.00,$0.00,$4939.00,$5.33,$10200.00,$1213.00,$11413.00,$3234.00,$19586.00,$21.13,$0.00,$0 ,2800,3800,6600,7.12,0,N/A,N/A,75,35,0,35,6710,3,1,4,21,0,492,94,586,63.21%,5356,5.78,1404,1.51,2560,1505,4065,4.39,0.61%,54,83,26,64,6,96,480,1235,32,1747,1.88,12,3,12,4,3,2,32,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,y-86,Municipal,No,N/A,"51 Bean Hill Rd
Glover, VT 05839
(44.70721197300048, -72.18799833199967)",9669,N/A,Glover
2008-2009,VT0117,PLYMOUTH,Tyson,867 Route 100 ,868 Route 100 ,Windsor,N/A,0,08/31/2007,566,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,374,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/R,,,,"868 Route 100
Ludlow, VT 05149
(43.36978944200047, -72.71917117499964)",9414,N/A,Ludlow
2011-2012,VT0139,SHARON,Baxter Memorial,PO Box 87,5114 Rte. 14,Windsor,(802) 763-2875,13.7254902,06/30/2012,1736,0,0,15,0.375,0,0,15,0.375,2,875,$0.00,$0.00,$0.00,$0.00,$0.00,$13617.00,$7.84,$2429.00,$16046.00,$100.00,$55.00,$0.00,$155.00,N/A,$1739.00,$188.00,$56.00,$1983.00,$1.14,$8758.00,$736.00,$9494.00,$7335.00,$18812.00,$10.84,$155.00,$0 ,3468,1986,5454,3.14,0,N/A,N/A,180,N/A,N/A,222,5856,3,0,3,1,0,N/A,N/A,835,48.1%,2080,1.2,260,0.15,1380,799,2179,1.26,0.37%,5,67,1,2,0,3,21,62,0,83,0.05,0,0,0,3,2,4,10,N/A,high speed,No,N/A,y-86,Incorporated,No,N/A,"5114 Rte. 14
Sharon, VT 05065
(43.78379653500048, -72.45619366299962)",87,none,Sharon
2011-2012,VT0169,WARDSBORO,Wardsboro Free Public,PO Box 157,170 Main St.,Windham,(802) 896-6988,20,06/30/2012,900,0,0,26,0.65,5,0.125,31,0.775,20,964,$0.00,$0.00,$0.00,$862.00,$862.00,$26200.00,$29.11,$43581.00,$69781.00,$100.00,$50.00,$5235.00,$5385.00,N/A,$4050.00,$500.00,$304.00,$4854.00,$5.39,N/A,N/A,$27681.00,$27995.00,$60530.00,$67.26,$0.00,"$38,007 ",N/A,N/A,6115,6.79,0,N/A,N/A,235,N/A,N/A,195,6545,15,5,20,24,0,N/A,N/A,1227,136.33%,5356,5.95,2756,3.06,N/A,N/A,5866,6.52,0.9%,21,188,23,17,6,46,521,373,102,996,1.11,52,0,10,5,4,290,134,5,high speed,No,N/A,y-86,Municipal,Yes,LibraryWorld,"170 Main St.
Wardsboro, VT 05355
(43.043105881000486, -72.79006450599962)",157,wardsboropubliclibrary.org,Wardsboro
2011-2012,VT0007,BAKERSFIELD,H. F. Brigham Free,PO Box 5,104 Main St.,Franklin,(802) 827-4414,21,12/31/2011,1426,0,0,23,0.575,4,0.1,27,0.675,0,792,$0.00,$0.00,$0.00,$0.00,$0.00,$27420.00,$19.23,$4800.00,$32220.00,$100.00,$55.00,$0.00,$155.00,$0.00,$2650.00,$14.00,$233.00,$2897.00,$2.03,$19300.00,$1800.00,$21100.00,$5460.00,$29457.00,$20.66,$0.00,$0 ,5472,4896,10368,7.27,0,454,110,564,121,64,185,11117,9,3,12,0,0,N/A,N/A,1227,86.04%,2704,1.9,364,0.26,1658,840,2498,1.75,0.22%,39,65,1,5,0,6,72,81,0,153,0.11,0,0,0,3,2,7,11,5,high speed,No,N/A,y-86,Municipal,No,N/A,"104 Main St.
Bakersfield, VT 05441
(44.78354006300049, -72.80112452199967)",5,hfbrigham.wordpress.com,Bakersfield
2009-2010,VT0138,SAINT JOHNSBURY,St. Johnsbury Athenaeum,1171 Main St.,1171 Main St.,Caledonia,(802) 748-8291,44.42,12/31/2009,7356,40,1,189,4.73,147,3.68,336,8.4,40,22146,$0.00,$0.00,$0.00,$135000.00,$135000.00,$103500.00,$14.07,$1092950.00,$1196450.00,$100.00,$619.00,$138150.00,$139869.00,$2625.00,$20657.00,$529.00,$4034.00,$25220.00,$3.43,$310271.00,$39087.00,$349358.00,$260941.00,$635519.00,$86.39,$4869.00,"$135,000 ",34204,8036,42240,5.74,0,1632,595,2227,1479,230,1709,46176,70,5,75,22,0,6867,547,7414,100.79%,50700,6.89,0,0,50092,27157,77249,10.5,1.67%,301,349,39,66,6,111,2135,1904,86,4125,0.56,12,468,50,25,15,0,390,80,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Children Only,cyberpatrol,y-86,Incorporated,Yes,follett,"1171 Main St.
St. Johnsbury, VT 05819
(44.41843397200046, -72.02094802299968)",2687,www.stjathenaeum.org ,St. Johnsbury
2009-2010,VT0188,WILLISTON,Dorothy Alling Memorial,,21 Library Ln.,Chittenden,(802) 878-4918,46.17,06/30/2010,8759,105,2.63,245,6.13,38,0.94,283,7.06,47,9507,$0.00,$0.00,$0.00,$0.00,$0.00,$522602.00,$59.66,$11091.00,$533693.00,$100.00,$529.00,$0.00,$629.00,$1015.00,$36214.00,$5201.00,$16205.00,$57620.00,$6.58,$293086.00,$69513.00,$362599.00,$107721.00,$527940.00,$60.27,$629.00,$0 ,17838,13854,31692,3.62,31,1191,864,2055,2430,1282,3712,37459,81,17,98,28,0,N/A,N/A,4837,55.22%,59176,6.76,7124,0.81,53283,65249,118532,13.53,3.16%,892,718,97,235,15,347,881,7610,174,8665,0.99,37,0,141,31,20,4,185,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,y-98,Municipal,Yes,Koha,"21 Library Ln.
Williston, VT 05495
(44.43904506700045, -73.07409183999965)",4011,http://www.williston.lib.vt.us,Williston
2010-2011,VT0166,WAITSFIELD,Joslin Memorial ,PO Box 359,4391 Main St.,Washington,(802) 496-4205,29.13,12/31/2010,3072,24,0.6,38,0.95,2,0.05,40,1,40,1357,$0.00,$0.00,$0.00,$0.00,$0.00,$68793.00,$22.39,$4493.00,$73286.00,$100.00,$124.00,$0.00,$224.00,N/A,N/A,N/A,N/A,$9300.00,$3.03,N/A,N/A,$34000.00,$33000.00,$76300.00,$24.84,$224.00,"$1,000 ",5971,2831,8802,2.87,0,0,0,0,402,133,535,9337,24,0,24,24,0,1021,36,1057,34.41%,10920,3.55,780,0.25,8057,3145,11202,3.65,1.2%,85,265,17,57,0,74,445,488,N/A,933,0.3,14,15,0,0,6,4,35,40,10,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,Koha,"4391 Main St.
Waitsfield, VT 05673
(44.19031787400047, -72.82419800399964)",359,www.joslinmemoriallibrary.com,Waitsfield
2010-2011,VT0017,BETHEL,Bethel Public,PO Box 354,106 Main St.,Windsor,(802) 234-9107,N/R,N/R,2030,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,1500,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,$0.00,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,N/R,0,"106 Main St.
Bethel, VT 05032
(43.82977294500046, -72.63184041699964)",354,N/R,Bethel
2010-2011,VT0143,SHOREHAM,Platt Memorial,279 Main Street,279 Main St.,Addison,(802) 897-2647,22,12/31/2010,1265,15,0.375,15,0.38,14,0.35,29,0.73,15,900,$0.00,$0.00,$0.00,$0.00,$0.00,$27500.00,$21.74,$8343.00,$35843.00,$0.00,$0.00,$3550.00,$3550.00,$0.00,$3000.00,$100.00,$600.00,$3700.00,$2.92,$21000.00,$1628.00,$22628.00,$9515.00,$35843.00,$28.33,$1354.00,$0 ,5760,2650,8410,6.65,0,480,345,825,345,45,390,9625,3,0,3,3,0,N/A,N/A,975,77.08%,4472,3.54,312,0.25,N/A,N/A,7337,5.8,0.76%,10,250,31,84,7,122,171,784,20,975,0.77,15,0,36,6,3,2,5,7,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,Municipal,No,n/A,"279 Main St.
Shoreham, VT 05770
(43.89379146600049, -73.31458738599963)",237,http://www.plattlib.org/,Shoreham
2011-2012,VT0212,SALISBURY,Salisbury Free Public,PO Box 59,918 Maple St.,Addison,(802) 458-0747,9,06/30/2011,1167,7,0.16875,8,0.20625,0,0,8,0.20625,1,2518,$0.00,$0.00,$0.00,$0.00,$0.00,$4700.00,$4.03,$1280.00,$5980.00,$0.00,$0.00,$0.00,$0.00,N/A,$447.00,$0.00,$0.00,$447.00,$0.38,$4477.00,$343.00,$4820.00,$670.00,$5937.00,$5.09,$0.00,$0 ,2327,1634,3961,3.39,0,277,128,405,133,3,136,4502,1,0,1,24,0,N/A,N/A,109,9.34%,1144,0.98,104,0.09,360,273,633,0.54,0.14%,0,16,17,6,0,23,N/A,N/A,0,200,0.17,1,0,0,3,2,3,3,N/A,high speed,No,none,no,Municipal,Yes,library world,"918 Maple St.
Salisbury, VT 05769
(43.8964232240005, -73.10161988699963)",59,http://salisburypubliclibrary.wordpress.com/,Salisbury
2010-2011,VT0181,WESTMINSTER WEST,Westminster West Public,3409 Westminster W. Rd.,3409 Westminster W. Rd.,Windham,(802) 387-4682,13.65,06/30/2011,3177,0,0,10,0.25,0,0,10,0.25,11,1224,$0.00,$0.00,$0.00,$0.00,$0.00,$3000.00,$0.94,$9259.00,$12259.00,$100.00,$50.00,$0.00,$150.00,N/A,N/A,N/A,N/A,$2738.00,$0.86,$5451.00,$467.00,$5918.00,$7407.00,$16063.00,$5.06,$50.00,N/A,3648,3558,7206,2.27,0,328,202,530,216,26,242,7978,3,0,3,23,0,474,175,649,20.43%,2028,0.64,52,0.02,708,916,1624,0.51,0.2%,8,15,14,46,0,60,186,699,0,885,0.28,32,2,1,0,5,4,3,11,1,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,No,N/A,"3409 Westminster W. Rd.
Westminster West, VT 05346
(43.06482203100046, -72.54126743299963)",737,N/A,Westminster West
2010-2011,VT0051,DOVER,Dover Free,22 Holland Road,22 Holland Road,Windham,(802) 348-7488,52,06/30/2011,1124,40,1,65,1.63,37,0.93,102,2.55,20,3372,$0.00,$0.00,$0.00,$0.00,$0.00,$145555.00,$129.50,$5494.00,$151289.00,$100.00,$67.00,$0.00,$167.00,$240.00,$18374.00,$1700.00,$4623.00,$24697.00,$21.97,$81435.00,$21384.00,$102819.00,$17182.00,$144698.00,$128.73,$0.00,$0 ,5802,9488,15290,13.6,0,632,311,943,403,204,607,16840,55,5,60,28,0,1503,225,1728,153.74%,10140,9.02,0,0,11379,1904,13283,11.82,0.79%,46,197,73,56,5,134,996,1117,16,2129,1.89,4,2,0,0,12,9,4,22,16,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,Follett,"22 Holland Road
East Dover, VT 05341
(42.94451681400045, -72.80310722299964)",,www.doverfreelibrary1913.org,East Dover
2010-2011,VT0187,WILLIAMSTOWN,Ainsworth Public,PO Box 236,2338 VT Rte. 14,Orange,(802) 433-5887,31,06/30/2011,3389,0,0,20,0.5,12,0.3,32,0.8,5,3522,$0.00,$0.00,$0.00,$0.00,$0.00,$41050.00,$12.11,$2071.00,$43121.00,$100.00,$50.00,$0.00,$150.00,$0.00,$4758.00,$0.00,$225.00,$4983.00,$1.47,$22113.00,$1692.00,$23805.00,$10069.00,$38857.00,$11.47,$408.00,N/A,N/A,N/A,10609,3.13,0,375,70,445,376,22,398,11452,39,4,43,66,0,N/A,N/A,1285,37.92%,5304,1.57,1404,0.41,N/A,N/A,5194,1.53,0.45%,22,133,11,30,N/A,41,152,383,0,535,0.16,3,2,26,22,5,4,13,30,4,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,Yes,Athena/Follett,"2338 VT Rte. 14
Williamstown, VT 05679
(44.12250924300048, -72.54128875299966)",236,ainsworthpubliclibrary.wordpress.com,Williamstown
2007-2008,,NEWFANE,Moore Free,PO Box 208,23 West St.,Windham,8023657948,22,09/30/2008,1720,28,0.7,28,0.7,3,0.08,31,0.78,32,4000, $- , $- , $- ,$19000.00,$19000.00, $- , $-   ,$72995.00,$72995.00, $- , $- , $- , $- , $- , na ,$121.00, na ,$8695.00,$5.06,$30510.00,$2142.00,$32652.00,$32514.00,$73861.00,$42.94, $- ,"$8,053 ",13400,2400,15800,9.19,0,1360,410,1770,520,180,700,18270,9,0,9,20,0,na,na,na,na,26416,15.36,5200,3.02,14300,2700,17000,9.88,0.93%,12,325,14,58,,72,420,510,,930,0.54,na,na,na,2,2,na,20,20,high speed,no,,none,,,,"23 West St.
Newfane, VT 05345
(42.98670903600049, -72.65659576099966)",208,,Newfane
2009-2010,VT0052,ENOSBURG,Enosburgh Public,PO Box 206,241 Main St.,Franklin,(802) 933-2328,41,12/31/2009,2709,0,0,34,0.85,12,0.3,46,1.15,0,3000,$0.00,$0.00,$0.00,$0.00,$0.00,$35712.00,$13.18,$679.00,$36391.00,$0.00,$65.00,$0.00,$65.00,$0.00,$10272.00,N/A,$890.00,$11162.00,$4.12,$27712.00,$2119.00,$29831.00,$6079.00,$47072.00,$17.38,$65.00,"$16,179 ",N/A,N/A,13636,5.03,0,N/A,N/A,445,N/A,N/A,329,14410,30,4,34,22,0,N/A,N/A,2233,82.43%,21892,8.08,312,0.12,N/A,N/A,1432,0.53,0.1%,67,113,1,19,0,20,5,348,0,353,0.13,25,0,0,7,6,0,80,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,n/a,y-86,Municipal,No,n/a,"241 Main St.
Enosburg Falls, VT 05450
(44.90595471300048, -72.80579228099964)",206,enosburghlibrary.org,Enosburg Falls
2009-2010,VT0118,POMFRET,Abbott Memorial,PO Box 95,15 Library Street,Windsor,(802) 457-2236,21.19,12/31/2009,957,0,0,16,0.4,16,0.39,32,0.79,4,1272,$0.00,$0.00,$0.00,$0.00,$0.00,$27667.00,$28.91,$16766.00,$44433.00,$0.00,$40.00,$0.00,$40.00,$0.00,$1711.00,$70.00,$656.00,$2437.00,$2.55,$24073.00,$1868.00,$25941.00,$19509.00,$47887.00,$50.04,$40.00,$0 ,2255,3255,5510,5.76,0,90,150,240,165,65,230,5740,3,0,3,22,0,345,110,455,47.54%,3328,3.48,0,0,1934,1840,3774,3.94,0.66%,18,312,4,49,0,53,66,562,N/A,628,0.66,0,0,8,2,1,0,6,2,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,y-86,Municipal,No,N/A,"15 Library Street
S. Pomfret, VT 05067
(43.66499196500047, -72.53911417699965)",95,N/A,S. Pomfret
2010-2011,VT0132,RUPERT,R.K. Kittay Public,PO Box 53,2827 Rte. 153,Bennington,(802) 394-2444,15,12/31/2010,714,0,0,10,0.25,6,0.15,16,0.4,11,750,$0.00,$0.00,$0.00,$0.00,$0.00,$600.00,$0.84,$29133.00,$29733.00,$0.00,$0.00,$0.00,$0.00,N/A,$1836.00,$470.00,$903.00,$3209.00,$4.49,$8399.00,$689.00,$9088.00,$5568.00,$17865.00,$25.02,$0.00,$0 ,N/A,N/A,5069,7.1,0,458,300,758,382,75,457,6284,2,0,2,0,0,367,179,546,76.47%,624,0.87,156,0.22,925,943,1868,2.62,0.3%,0,12,5,4,0,9,45,90,0,135,0.19,0,0,0,0,2,1,3,2,2,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Yes,N/A,Municipal,Yes,Resource Mate,"2827 Rte. 153
W. Rupert, VT 05776
(43.258653024000466, -73.22454857099967)",53,www.rupertkittaylibrary.org,W. Rupert
2009-2010,VT0181,WESTMINSTER WEST,Westminster West Public,3409 Westminster W. Rd.,3409 Westminster W. Rd.,Windham,(802) 387-4682,13.85,06/30/2010,3221,0,0,10,0.25,0,0,10,0.25,9,1224,$0.00,$0.00,$0.00,$150.00,$150.00,$3000.00,$0.93,$13682.00,$16682.00,$0.00,$50.00,$360.00,$1910.00,N/A,$2835.00,$223.00,$279.00,$3337.00,$1.04,$6324.00,$440.00,$6764.00,$6167.00,$16268.00,$5.05,$661.00,N/A,4126,3594,7720,2.4,0,308,197,505,228,25,253,8478,2,0,2,22,0,N/A,N/A,1015,31.51%,2704,0.84,52,0.02,709,1139,1848,0.57,0.22%,6,23,8,96,0,104,142,956,0,1098,0.34,2,0,1,5,4,0,10,2,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,y-86,Municipal,No,N/A,"3409 Westminster W. Rd.
Westminster West, VT 05346
(43.06482203100046, -72.54126743299963)",737,N/A,Westminster West
2010-2011,VT0096,MONKTON,Russell Memorial,PO Box 39 ,4333 State Prison Hollow Rd.,Addison,(802) 453-4471,13.65,12/31/2010,1980,0,0,14,0.35,0,0,14,0.35,0,600,$0.00,$0.00,$0.00,$0.00,$0.00,$17098.00,$8.64,$2382.00,$19480.00,$0.00,$0.00,$0.00,$0.00,$0.00,$2196.00,$0.00,$0.00,$2196.00,$1.11,N/A,N/A,$11634.00,$3786.00,$17616.00,$8.90,$0.00,$0 ,N/A,N/A,4600,2.32,0,N/A,N/A,0,N/A,N/A,170,4770,N/A,N/A,0,22,0,N/A,N/A,655,33.08%,1664,0.84,52,0.03,N/A,N/A,1982,1,0.42%,3,10,0,15,0,15,0,15,0,15,0.01,0,0,0,0,2,2,0,1,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,Municipal,No,N/A,"4333 State Prison Hollow Rd.
Monkton, VT 05469
(44.25427423400049, -73.12308526299967)",39,N/A,Monkton
2009-2010,VT0145,SOUTH BURLINGTON,South  Burlington Community,550 Dorset St.,550 Dorset St.,Chittenden,(802) 652-7080,50.04,06/30/2010,17551,40,1,201,5.03,1,0.03,202,5.06,26,11900,$2858.00,$0.00,$0.00,$7280.00,$10138.00,$363051.00,$20.69,$0.00,$363051.00,$100.00,$265.00,$0.00,$365.00,$0.00,$27916.00,$1687.00,$3701.00,$33304.00,$1.90,$209966.00,$22647.00,$232613.00,$91718.00,$357635.00,$20.38,$100.00,"$2,858 ",40965,18951,59916,3.41,0,1889,424,2313,2007,485,2492,62408,33,9,42,23,0,N/A,N/A,9056,51.6%,93600,5.33,13260,0.76,81609,49688,131297,7.48,2.1%,571,499,144,329,0,473,2554,6441,N/A,8995,0.51,148,178,N/A,18,12,2,775,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",Yes,Dan's Guardian,y-86,Community (joint school-public),Yes,Follett,"550 Dorset St.
S. Burlington, VT 05403
(44.45430857700046, -73.17889135799965)",6233,http://sburl.sbschools.net,S. Burlington
2008-2009,VT0218,WEST FAIRLEE,West Fairlee Free Public,894 Route 113   Unit 3,380 Rte. 113,Orange,(802) 333-3502,7,12/31/2007,722,0,0,7,0.18,0,0,7,0.18,2,1064,$0.00,$0.00,$0.00,$0.00,$0.00,$4640.00,$6.43,$1003.00,$5643.00,,,,$0.00,$0.00,N/A,N/A,N/A,$500.00,$0.69,$3640.00,$0.00,$3640.00,$700.00,$4840.00,$6.70,$0.00,$0 ,2094,1168,3262,4.52,0,15,20,35,73,19,92,3389,7,3,10,21,0,40,12,52,7.2%,520,0.72,3,0,2654,1894,4548,6.3,134.2%,0,0,1,6,0,7,25,53,0,78,0.11,0,0,0,5,4,1,5,0,high speed,No,0,No,Municipal,Yes,resourcemate,"380 Rte. 113
West Fairlee, VT 05083
(43.901970072000495, -72.26327786799965)",8,N/A,West Fairlee
2009-2010,VT0159,TOWNSHEND,Townshend Public,PO Box 252,1971 Rte. 30,Windham,(802) 365-4039,21.23,06/30/2010,1090,0,0,20,0.5,12,0.3,32,0.8,23,2700,$0.00,$0.00,$0.00,$0.00,$0.00,$40869.00,$37.49,$17184.00,$58053.00,$100.00,$106.00,$0.00,$206.00,N/A,$13283.00,N/A,$1043.00,$14326.00,$13.14,$23202.00,$2099.00,$25301.00,$18426.00,$58053.00,$53.26,$206.00,$0 ,6606,3755,10361,9.51,0,372,342,714,423,104,527,10888,16,1,17,23,0,431,107,538,49.36%,5928,5.44,1560,1.43,6133,3359,9492,8.71,0.87%,38,224,8,24,0,32,60,248,0,308,0.28,12,0,1,5,3,1,30,N/A,"high speed (e.g. cable, ISDN, DSL, Frame Relay, satellite, etc.)",No,N/A,y-86,Municipal,Yes,Library World,"1971 Rte. 30
Townshend, VT 05353
(43.04530769900049, -72.66682313799964)",252,www.townshendlibrary.org,Townshend
2007-2008,,"RYEGATE, SOUTH",South Ryegate Public,140 Church St.,140 Church St.,Caledonia,,2,06/30/2008,1217,0,0,2,0.05,na,na,na,na,3,, $- , $- , $- , $- , $- ,$250.00,$0.21,$1000.00,$1250.00, $- , $- , $- , $- , $- ,$750.00, na , $- ,$750.00,$0.62, na , na , na ,$850.00,$1600.00,$1.31, $- ,"$1,000 ",4500,2150,6650,5.46,0,na,na,35,na,na,20,6705,3,0,3,0,0,90,120,210,17.3%,312,0.26,0,0,na,na,na,na,na,0,0,na,na,,na,na,na,,na,na,0,0,0,0,0,0,0,0,none,na,na,none,,,,"140 Church St.
South Ryegate, VT 05069
(44.186405771000466, -72.14030334299963)",,,South Ryegate
2007-2008,,DOVER,Dover Free,PO Box 267 ,22 Holland Rd.,Windham,8023487488,32,06/30/2008,1437,40,1,58,1.45,17,0.43,75,1.88,20,3372, $- , $- , $- , $- , $- ,$123984.00,$86.28,$5549.00,$129533.00, $- ,$215.00, $- ,$215.00,$205.00,$15599.00,$101.00,$2671.00,$18371.00,$12.78,$70278.00,$19639.00,$89917.00,$16093.00,$124381.00,$86.56,$215.00,"$7,463 ",10656,6138,16794,11.69,0,686,314,1000,430,186,616,18410,73,17,90,21,0,1252,167,1419,98.7%,12428,8.65,0,0,10093,8497,18590,12.94,1.01%,49,227,39,99,,138,639,1506,,2145,1.49,2,0,0,8,4,8,17,10,high speed,no,,98,,,,"22 Holland Rd.
East Dover, VT 05341
(42.94451681400045, -72.80310722299964)",267,www.doverfreelibrary1913.org,East Dover
2011-2012,VT0143,SHOREHAM,Platt Memorial,279 Main Street,279 Main St.,Addison,(802) 897-2647,22,12/31/2011,1202,15,0.375,15,0.375,14,0.35,29,0.725,6,900,$0.00,$0.00,$0.00,$113232.00,$113232.00,$28000.00,$23.29,$11600.00,$39600.00,$1240.00,$0.00,$2300.00,$3540.00,N/A,$2956.00,$222.00,$781.00,$3959.00,$3.29,N/A,N/A,$23741.00,$8915.00,$36615.00,$30.46,$181358.00,"$181,358 ",6796,2935,9731,8.1,0,648,380,1028,360,43,403,11162,3,0,3,25,0,N/A,N/A,903,75.12%,4056,3.37,260,0.22,N/A,N/A,6908,5.75,0.62%,34,175,19,53,6,78,352,731,26,1109,0.92,0,6,6,4,2,10,8,N/A,high speed,No,N/A,y-86,Municipal,Yes,ResourceMate,"279 Main St.
Shoreham, VT 05770
(43.89379146600049, -73.31458738599963)",237,www.plattlib.org,Shoreham
2008-2009,VT0038,CHITTENDEN,Chittenden Public,PO Box 90,223 Chittenden Road,Rutland,(802) 773-3531,10,06/30/2008,1270,0,0,10,0.25,0,0,10,0.25,6,N/A,$0.00,$0.00,$0.00,$0.00,$0.00,$9500.00,$7.48,$1520.00,$11020.00,,,,$0.00,$0.00,N/A,N/A,N/A,$460.00,$0.36,$5996.00,$845.00,$6841.00,$3870.00,$11171.00,$8.80,$0.00,$0 ,2350,450,2800,2.2,0,N/A,N/A,85,N/A,N/A,75,2960,5,0,5,21,0,N/A,N/A,450,35.43%,4160,3.28,5,0,N/A,N/A,1500,1.18,50.68%,0,0,N/A,N/A,N/A,5,N/A,N/A,N/A,300,0.24,0,0,0,2,8,0,25,3,high speed,Children Only,N/A,No,Municipal,Yes,Destiny,"223 Chittenden Road
Chittenden, VT 05737
(43.70065335200047, -72.95141306699963)",90,N/A,Chittenden
